doc_idx,start,length,uppercase_ratio,punct_density,digit_density,byte_fallback_ratio,mean_word_len,repetition_score
21697,26989793,1108,0.1688,0.0695,0.0668,0.0018,3.06,0.0923
21698,26990901,772,0.0661,0.0402,0.0194,0.0000,2.40,0.0741
21699,26991673,1849,0.0925,0.0416,0.0341,0.0097,2.73,0.1219
21700,26993522,1092,0.0769,0.0595,0.0055,0.0055,2.22,0.0817
21701,26994614,336,0.0089,0.0625,0.0000,0.0000,2.26,0.0000
21702,26994950,1733,0.0600,0.0837,0.0075,0.0000,2.22,0.0254
21703,26996683,1676,0.0955,0.0555,0.0370,0.0000,2.43,0.0998
21704,26998359,415,0.1542,0.0578,0.0699,0.0072,2.61,0.0704
21705,26998774,1262,0.1490,0.0396,0.0594,0.0008,2.79,0.1239
21706,27000036,387,0.2558,0.0646,0.0155,0.0078,3.10,0.1250
21707,27000423,744,0.0712,0.0780,0.0363,0.0013,3.13,0.1296
21708,27001167,346,0.0723,0.0694,0.0549,0.0145,2.62,0.0991
21709,27001513,230,0.0478,0.1304,0.1000,0.0087,3.11,0.0529
21710,27001743,592,0.0659,0.0895,0.0946,0.0135,3.34,0.0679
21711,27002335,1482,0.0783,0.0695,0.0040,0.0000,2.44,0.0575
21712,27003817,988,0.1113,0.0628,0.0223,0.0000,2.89,0.2000
21713,27004805,1247,0.0553,0.0449,0.0088,0.0000,2.75,0.2219
21714,27006052,1231,0.1040,0.0959,0.0593,0.0000,2.58,0.0961
21715,27007283,223,0.2197,0.0583,0.0269,0.0000,2.86,0.0273
21716,27007506,681,0.0881,0.1072,0.0426,0.0000,2.78,0.1003
21717,27008187,477,0.0545,0.1111,0.1635,0.0084,2.37,0.0464
21718,27008664,1938,0.0547,0.0490,0.0139,0.0000,2.44,0.1168
21719,27010602,669,0.0568,0.0807,0.0164,0.0000,2.33,0.0315
21720,27011271,260,0.1692,0.0654,0.0692,0.0000,2.80,0.0272
21721,27011531,732,0.0628,0.0546,0.0164,0.0000,2.59,0.0645
21722,27012263,264,0.1023,0.0455,0.0114,0.0000,2.40,0.0345
21723,27012527,133,0.1805,0.0827,0.0376,0.0000,2.56,0.0000
21724,27012660,552,0.0743,0.0598,0.0870,0.0000,2.64,0.1075
21725,27013212,564,0.0798,0.0603,0.0071,0.0000,2.12,0.0196
21726,27013776,558,0.0484,0.0412,0.0108,0.0000,2.16,0.0054
21727,27014334,348,0.1006,0.1408,0.0460,0.0460,2.88,0.0290
21728,27014682,2897,0.1174,0.0666,0.0273,0.0038,2.68,0.1641
21729,27017579,974,0.0821,0.0739,0.0267,0.0000,2.10,0.0618
21730,27018553,1348,0.1113,0.0742,0.0423,0.0015,2.48,0.0810
21731,27019901,659,0.0865,0.0592,0.0076,0.0000,2.57,0.0976
21732,27020560,237,0.3376,0.0675,0.0169,0.0000,3.00,0.0043
21733,27020797,670,0.0806,0.0612,0.0104,0.0119,2.73,0.1064
21734,27021467,245,0.1143,0.0571,0.0612,0.0163,2.36,0.0083
21735,27021712,5578,0.0584,0.0504,0.0255,0.0000,2.50,0.2414
21736,27027290,1609,0.1243,0.0472,0.0143,0.0006,2.26,0.0579
21737,27028899,526,0.0741,0.0551,0.0000,0.0000,2.24,0.0268
21738,27029425,1524,0.1083,0.0840,0.0623,0.0020,2.67,0.0940
21739,27030949,1146,0.0672,0.0593,0.0044,0.0000,2.54,0.0674
21740,27032095,444,0.1081,0.0608,0.0248,0.0000,2.66,0.0907
21741,27032539,103,0.2039,0.0777,0.0291,0.0000,2.19,0.0100
21742,27032642,763,0.0957,0.0537,0.0026,0.0000,2.41,0.0618
21743,27033405,204,0.0294,0.0980,0.0343,0.0343,2.34,0.0448
21744,27033609,3587,0.0747,0.0602,0.0318,0.0017,2.31,0.0631
21745,27037196,863,0.1414,0.0776,0.0197,0.0012,2.49,0.1686
21746,27038059,239,0.1464,0.0753,0.0335,0.0000,2.81,0.0508
21747,27038298,465,0.1054,0.0387,0.0172,0.0065,2.64,0.0649
21748,27038763,359,0.1086,0.0891,0.0474,0.0000,2.46,0.0140
21749,27039122,572,0.1364,0.0332,0.0105,0.0000,2.49,0.0053
21750,27039694,339,0.1357,0.0885,0.1032,0.0442,3.03,0.1220
21751,27040033,151,0.1656,0.0397,0.0464,0.0265,2.96,0.0270
21752,27040184,195,0.1538,0.0308,0.0256,0.0000,2.83,0.0469
21753,27040379,393,0.1654,0.0662,0.0458,0.0000,2.69,0.0897
21754,27040772,161,0.0932,0.0745,0.0311,0.0000,2.98,0.0316
21755,27040933,629,0.0874,0.0541,0.0429,0.0111,2.69,0.0591
21756,27041562,904,0.0531,0.0841,0.0254,0.0000,2.99,0.1576
21757,27042466,406,0.0714,0.0567,0.0074,0.0000,1.81,0.0174
21758,27042872,116,0.1638,0.1207,0.0259,0.0000,2.70,0.0000
21759,27042988,1150,0.0687,0.0452,0.0035,0.0000,2.58,0.1090
21760,27044138,357,0.0868,0.0364,0.0000,0.0000,2.11,0.0508
21761,27044495,918,0.1187,0.0566,0.0229,0.0054,2.40,0.0995
21762,27045413,857,0.0747,0.0700,0.0210,0.0000,2.32,0.0550
21763,27046270,689,0.0493,0.0624,0.0131,0.0000,2.69,0.0656
21764,27046959,2362,0.1423,0.0449,0.0135,0.0013,2.31,0.1077
21765,27049321,699,0.0959,0.0687,0.0258,0.0000,2.27,0.0517
21766,27050020,890,0.0921,0.0697,0.0202,0.0034,2.83,0.0462
21767,27050910,1927,0.0825,0.0560,0.0441,0.0000,2.56,0.1128
21768,27052837,1888,0.0514,0.0641,0.0085,0.0032,2.44,0.0562
21769,27054725,1201,0.1149,0.0866,0.0891,0.0133,2.94,0.1160
21770,27055926,3130,0.0751,0.0581,0.0284,0.0000,2.47,0.0755
21771,27059056,576,0.1042,0.0365,0.0243,0.0000,2.16,0.1047
21772,27059632,489,0.1984,0.0204,0.0164,0.0000,2.49,0.0494
21773,27060121,2145,0.0476,0.0695,0.0210,0.0023,2.57,0.1424
21774,27062266,587,0.1772,0.0443,0.0051,0.0000,2.64,0.0788
21775,27062853,818,0.3313,0.0697,0.0538,0.0000,3.22,0.1092
21776,27063671,195,0.1231,0.1487,0.2462,0.0000,3.10,0.2031
21777,27063866,452,0.0708,0.0509,0.0044,0.0000,2.08,0.0267
21778,27064318,1487,0.0538,0.0659,0.0229,0.0000,2.32,0.0492
21779,27065805,5307,0.0433,0.0773,0.0000,0.0000,2.70,0.1252
21780,27071112,371,0.0755,0.0404,0.0000,0.0000,2.90,0.0326
21781,27071483,1051,0.1637,0.0761,0.0095,0.0057,2.90,0.1823
21782,27072534,963,0.0550,0.0519,0.0000,0.0000,2.05,0.0187
21783,27073497,692,0.0477,0.0506,0.0000,0.0000,2.24,0.0769
21784,27074189,173,0.2197,0.0578,0.1040,0.0116,3.26,0.0118
21785,27074362,190,0.1158,0.1158,0.0789,0.0000,2.68,0.0214
21786,27074552,139,0.0719,0.0647,0.0432,0.0000,2.28,0.0882
21787,27074691,588,0.0986,0.0986,0.0782,0.0000,2.53,0.0256
21788,27075279,344,0.1047,0.0610,0.0203,0.0000,2.65,0.0704
21789,27075623,852,0.0505,0.0610,0.0399,0.0000,2.62,0.0742
21790,27076475,1255,0.1116,0.0534,0.0980,0.0000,2.63,0.2668
21791,27077730,770,0.0753,0.0377,0.0065,0.0000,1.87,0.0117
21792,27078500,527,0.1176,0.0569,0.0095,0.0076,2.42,0.0573
21793,27079027,709,0.0818,0.0550,0.0155,0.0000,2.31,0.1119
21794,27079736,981,0.0815,0.0765,0.0031,0.0020,2.46,0.0736
21795,27080717,1375,0.0284,0.0851,0.0604,0.0000,2.59,0.2026
21796,27082092,2017,0.0640,0.0466,0.0045,0.0020,2.64,0.1197
21797,27084109,730,0.2014,0.0370,0.0055,0.0000,2.22,0.1829
21798,27084839,1714,0.0636,0.0508,0.0047,0.0000,1.99,0.0310
21799,27086553,354,0.1299,0.1130,0.0339,0.0000,2.90,0.0570
21800,27086907,375,0.1200,0.1200,0.0480,0.0000,2.95,0.0538
21801,27087282,788,0.0355,0.0635,0.0165,0.0000,2.25,0.0752
21802,27088070,228,0.0614,0.0833,0.0000,0.0000,2.15,0.0044
21803,27088298,519,0.0867,0.0559,0.0366,0.0000,2.24,0.0562
21804,27088817,2194,0.0319,0.0565,0.0260,0.0000,2.48,0.1616
21805,27091011,2204,0.0685,0.0635,0.0485,0.0082,2.65,0.2154
21806,27093215,3697,0.0373,0.0595,0.0081,0.0022,2.16,0.0547
21807,27096912,5675,0.1098,0.1174,0.1149,0.0012,2.79,0.2960
21808,27102587,146,0.0959,0.0753,0.0000,0.0000,2.06,0.0350
21809,27102733,3572,0.0714,0.0568,0.0064,0.0006,2.40,0.2320
21810,27106305,909,0.1518,0.0913,0.0154,0.0011,2.22,0.0486
21811,27107214,222,0.0946,0.1081,0.0000,0.0045,2.24,0.0000
21812,27107436,253,0.0949,0.0988,0.0000,0.0000,2.48,0.0600
21813,27107689,1642,0.0426,0.0755,0.0000,0.0000,2.48,0.1025
21814,27109331,1040,0.1490,0.0769,0.0077,0.0000,2.44,0.0945
21815,27110371,7861,0.0584,0.0892,0.1086,0.0070,2.60,0.3283
21816,27118232,16690,0.0748,0.0897,0.0640,0.0056,2.62,0.2696
21817,27134922,133,0.0752,0.0526,0.0677,0.0150,2.22,0.0000
21818,27135055,2278,0.1216,0.0597,0.0505,0.0000,2.88,0.1288
21819,27137333,1840,0.0766,0.0663,0.0299,0.0005,2.57,0.0708
21820,27139173,302,0.0265,0.0629,0.0000,0.0000,2.03,0.0301
21821,27139475,2914,0.1009,0.0618,0.0069,0.0038,2.29,0.0701
21822,27142389,709,0.0959,0.0860,0.0141,0.0000,2.24,0.0751
21823,27143098,583,0.0720,0.0720,0.0223,0.0000,2.42,0.0414
21824,27143681,345,0.1043,0.1014,0.0000,0.0000,2.07,0.0468
21825,27144026,6193,0.0773,0.0872,0.0547,0.0026,2.65,0.2443
21826,27150219,1154,0.0633,0.0633,0.0208,0.0000,3.22,0.1460
21827,27151373,817,0.1089,0.0820,0.0233,0.0000,2.64,0.1032
21828,27152190,639,0.1033,0.0798,0.0454,0.0000,2.44,0.0503
21829,27152829,817,0.0636,0.0698,0.0000,0.0024,2.19,0.0356
21830,27153646,470,0.1149,0.1617,0.0957,0.0000,4.52,0.2184
21831,27154116,1620,0.0827,0.0747,0.0173,0.0025,2.61,0.0699
21832,27155736,1284,0.0896,0.0974,0.0148,0.0023,2.66,0.0945
21833,27157020,481,0.0915,0.0769,0.0000,0.0000,2.57,0.0418
21834,27157501,1003,0.0718,0.0608,0.0349,0.0000,2.48,0.0950
21835,27158504,3141,0.0423,0.0611,0.0032,0.0010,2.46,0.1211
21836,27161645,494,0.1012,0.0648,0.0162,0.0000,2.33,0.0081
21837,27162139,778,0.1003,0.0758,0.0116,0.0000,2.35,0.1019
21838,27162917,1031,0.0824,0.0543,0.0010,0.0010,2.02,0.0681
21839,27163948,1389,0.0446,0.0576,0.0058,0.0014,2.03,0.0577
21840,27165337,1302,0.3449,0.0445,0.0346,0.0000,3.17,0.2625
21841,27166639,825,0.0291,0.0315,0.0206,0.0024,2.47,0.0401
21842,27167464,1236,0.0348,0.0574,0.0146,0.0016,2.42,0.1452
21843,27168700,665,0.1910,0.0842,0.0917,0.0000,3.05,0.1888
21844,27169365,513,0.0994,0.0702,0.0643,0.0390,2.76,0.0804
21845,27169878,190,0.0947,0.0842,0.0737,0.0000,2.71,0.0428
21846,27170068,803,0.0809,0.0610,0.0423,0.0000,2.44,0.0275
21847,27170871,182,0.1209,0.0879,0.0165,0.0000,2.80,0.0279
21848,27171053,1577,0.0355,0.0634,0.0013,0.0000,2.21,0.0705
21849,27172630,181,0.1105,0.0608,0.0166,0.0000,2.62,0.0393
21850,27172811,338,0.1036,0.0740,0.0237,0.0000,2.36,0.0269
21851,27173149,1444,0.0609,0.0596,0.0083,0.0000,2.15,0.0416
21852,27174593,867,0.0692,0.0519,0.0069,0.0000,2.51,0.0845
21853,27175460,10851,0.0369,0.0541,0.0058,0.0001,2.41,0.2438
21854,27186311,456,0.1053,0.0943,0.1118,0.0000,2.78,0.0905
21855,27186767,301,0.1462,0.0399,0.0133,0.0000,2.84,0.1309
21856,27187068,2310,0.0723,0.0515,0.0186,0.0026,2.14,0.0412
21857,27189378,345,0.0174,0.0986,0.0551,0.0000,2.07,0.0556
21858,27189723,1224,0.0539,0.0605,0.0286,0.0000,2.36,0.0672
21859,27190947,3327,0.1139,0.0821,0.0328,0.0012,2.48,0.0352
21860,27194274,1429,0.0672,0.0518,0.0028,0.0000,2.48,0.1080
21861,27195703,349,0.1490,0.0630,0.0000,0.0000,2.55,0.0462
21862,27196052,1015,0.0956,0.0571,0.0128,0.0000,2.31,0.1897
21863,27197067,261,0.1494,0.0690,0.0536,0.0000,2.17,0.0388
21864,27197328,474,0.0802,0.0844,0.0443,0.0000,2.60,0.0276
21865,27197802,1264,0.0451,0.0672,0.0285,0.0000,2.48,0.1253
21866,27199066,1047,0.1108,0.0936,0.0382,0.0315,2.90,0.1092
21867,27200113,761,0.1327,0.0631,0.0053,0.0000,2.93,0.0515
21868,27200874,142,0.1690,0.0563,0.1127,0.0141,2.90,0.0144
21869,27201016,1328,0.0768,0.0640,0.0128,0.0000,2.57,0.0604
21870,27202344,371,0.0916,0.0593,0.0270,0.0000,2.52,0.0027
21871,27202715,1239,0.0799,0.0605,0.0169,0.0291,2.53,0.0752
21872,27203954,1748,0.0784,0.0355,0.0114,0.0000,2.57,0.0934
21873,27205702,628,0.0812,0.0780,0.0239,0.0000,2.21,0.0416
21874,27206330,252,0.1230,0.0794,0.0437,0.0000,3.04,0.1165
21875,27206582,257,0.1167,0.0661,0.0117,0.0117,2.76,0.0236
21876,27206839,3729,0.0898,0.0735,0.0180,0.0080,2.26,0.0768
21877,27210568,508,0.1299,0.1043,0.0374,0.0000,2.78,0.0277
21878,27211076,2132,0.0736,0.0596,0.0084,0.0000,2.57,0.1268
21879,27213208,256,0.0820,0.0430,0.0234,0.0000,2.51,0.0040
21880,27213464,1598,0.0401,0.0576,0.0025,0.0038,2.46,0.1060
21881,27215062,1400,0.1229,0.1071,0.0786,0.0000,3.41,0.1310
21882,27216462,489,0.1022,0.0961,0.0368,0.0041,2.86,0.0823
21883,27216951,3346,0.0738,0.0499,0.0155,0.0018,2.49,0.1526
21884,27220297,282,0.0887,0.0674,0.0355,0.0035,2.66,0.0358
21885,27220579,404,0.0941,0.0743,0.0817,0.0000,2.57,0.0274
21886,27220983,209,0.1005,0.0718,0.0383,0.0048,2.46,0.0000
21887,27221192,178,0.1236,0.0337,0.0056,0.0000,2.34,0.0629
21888,27221370,1195,0.0762,0.0703,0.0000,0.0008,2.17,0.0453
21889,27222565,1656,0.0531,0.0640,0.0145,0.0048,2.34,0.0502
21890,27224221,941,0.2455,0.1180,0.0808,0.0499,4.00,0.1514
21891,27225162,1482,0.0628,0.0729,0.0432,0.0000,2.33,0.0663
21892,27226644,1372,0.0525,0.0481,0.0015,0.0000,2.76,0.1154
21893,27228016,1464,0.0697,0.0423,0.0266,0.0000,2.62,0.0308
21894,27229480,200,0.3950,0.0750,0.0300,0.0000,3.33,0.0863
21895,27229680,4438,0.0381,0.0822,0.0119,0.0005,2.40,0.0731
21896,27234118,789,0.0659,0.0583,0.0000,0.0000,2.39,0.0280
21897,27234907,147,0.1837,0.0680,0.0680,0.0272,2.72,0.0208
21898,27235054,372,0.1935,0.0860,0.0618,0.0000,3.61,0.0705
21899,27235426,682,0.2375,0.0543,0.0161,0.0015,2.73,0.1458
21900,27236108,945,0.0656,0.0667,0.0603,0.0042,2.19,0.0425
21901,27237053,2135,0.0820,0.0501,0.0375,0.0103,2.50,0.1037
21902,27239188,381,0.1076,0.0945,0.0000,0.0000,2.05,0.0265
21903,27239569,721,0.1914,0.0624,0.0485,0.0014,3.26,0.1003
21904,27240290,388,0.0722,0.0670,0.0206,0.0000,2.06,0.0052
21905,27240678,1485,0.0424,0.0815,0.0007,0.0000,2.15,0.0695
21906,27242163,420,0.2976,0.1024,0.0452,0.0000,3.39,0.0647
21907,27242583,617,0.0729,0.0891,0.0065,0.0000,2.08,0.0293
21908,27243200,441,0.0907,0.0703,0.0499,0.0000,2.76,0.0982
21909,27243641,926,0.1447,0.0842,0.0994,0.0000,3.40,0.2080
21910,27244567,1202,0.0657,0.0649,0.0108,0.0000,2.39,0.0617
21911,27245769,258,0.1008,0.0891,0.0426,0.0000,2.15,0.0353
21912,27246027,647,0.0927,0.0866,0.0216,0.0015,2.70,0.0543
21913,27246674,351,0.0912,0.0684,0.0171,0.0000,2.40,0.1925
21914,27247025,1331,0.0826,0.0954,0.0135,0.0090,2.38,0.0919
21915,27248356,1321,0.1173,0.0530,0.0235,0.0015,2.46,0.0584
21916,27249677,645,0.0403,0.0605,0.0884,0.0016,2.16,0.0265
21917,27250322,517,0.0986,0.0793,0.1257,0.0019,3.42,0.1167
21918,27250839,1053,0.0437,0.0703,0.0000,0.0000,2.38,0.1038
21919,27251892,1309,0.0588,0.0596,0.0176,0.0015,2.44,0.0314
21920,27253201,330,0.0727,0.0758,0.0000,0.0000,1.99,0.0000
21921,27253531,841,0.0583,0.0583,0.0737,0.0000,2.44,0.1074
21922,27254372,262,0.0916,0.1031,0.0649,0.0000,2.47,0.0309
21923,27254634,194,0.1340,0.0670,0.0052,0.0000,2.90,0.0419
21924,27254828,383,0.0966,0.0627,0.0627,0.0366,2.57,0.0237
21925,27255211,1454,0.1121,0.0626,0.0234,0.0000,2.68,0.0889
21926,27256665,386,0.0725,0.0881,0.0000,0.0052,2.52,0.0366
21927,27257051,1058,0.0246,0.0652,0.0284,0.0000,2.26,0.0512
21928,27258109,565,0.0372,0.0513,0.0000,0.0000,2.60,0.0569
21929,27258674,771,0.1790,0.0752,0.0233,0.0156,2.71,0.1263
21930,27259445,1039,0.0760,0.0597,0.0472,0.0000,2.58,0.0907
21931,27260484,687,0.0349,0.0626,0.0029,0.0000,2.52,0.0044
21932,27261171,1977,0.0617,0.0764,0.0207,0.0000,2.50,0.1282
21933,27263148,10805,0.1210,0.0723,0.0502,0.0013,2.77,0.3540
21934,27273953,752,0.1582,0.0598,0.0080,0.0120,2.86,0.0681
21935,27274705,129,0.1628,0.0775,0.0853,0.0000,2.93,0.0079
21936,27274834,172,0.0756,0.0872,0.0233,0.0000,2.23,0.0237
21937,27275006,481,0.0915,0.0811,0.0021,0.0000,2.36,0.1088
21938,27275487,722,0.1163,0.0637,0.0582,0.0055,2.79,0.1349
21939,27276209,669,0.0972,0.0747,0.0299,0.0000,2.49,0.0511
21940,27276878,926,0.0994,0.0659,0.0000,0.0000,2.08,0.0238
21941,27277804,1791,0.0603,0.0692,0.0106,0.0011,2.42,0.0727
21942,27279595,364,0.0714,0.0742,0.0110,0.0027,2.53,0.0028
21943,27279959,1134,0.1164,0.0450,0.0899,0.0000,2.90,0.2767
21944,27281093,2434,0.0764,0.0600,0.0251,0.0000,2.47,0.0872
21945,27283527,306,0.0850,0.0425,0.0065,0.0000,2.12,0.0000
21946,27283833,176,0.0909,0.0909,0.0114,0.0000,2.55,0.0289
21947,27284009,369,0.0786,0.0705,0.0650,0.0108,2.95,0.0519
21948,27284378,404,0.0916,0.1064,0.0594,0.0000,2.66,0.0224
21949,27284782,3836,0.0738,0.0965,0.0232,0.0000,2.42,0.0650
21950,27288618,2116,0.0761,0.0600,0.0076,0.0000,2.46,0.0558
21951,27290734,398,0.0754,0.0779,0.0352,0.0000,2.99,0.0177
21952,27291132,1336,0.1213,0.0464,0.0546,0.0090,2.30,0.1035
21953,27292468,1860,0.0731,0.0914,0.0231,0.0000,2.27,0.0517
21954,27294328,1378,0.0711,0.0573,0.0138,0.0000,2.34,0.0255
21955,27295706,189,0.1323,0.1534,0.0794,0.0000,2.91,0.0000
21956,27295895,591,0.0372,0.0761,0.0068,0.0034,2.35,0.0170
21957,27296486,582,0.1031,0.0722,0.0464,0.0430,3.06,0.0570
21958,27297068,981,0.0775,0.0805,0.0102,0.0000,2.40,0.0900
21959,27298049,213,0.1362,0.0798,0.0892,0.0000,2.88,0.1048
21960,27298262,840,0.0881,0.0738,0.0440,0.0012,2.75,0.1027
21961,27299102,701,0.0884,0.0599,0.0342,0.0000,2.62,0.0387
21962,27299803,303,0.0561,0.0462,0.0066,0.0000,2.66,0.0967
21963,27300106,670,0.0866,0.0597,0.0224,0.0000,2.62,0.0450
21964,27300776,134,0.1493,0.0746,0.0000,0.0000,3.12,0.0992
21965,27300910,528,0.0663,0.0568,0.0246,0.0208,2.67,0.0114
21966,27301438,403,0.1017,0.0794,0.0223,0.0000,3.22,0.0375
21967,27301841,342,0.1140,0.0526,0.0497,0.0000,2.95,0.1770
21968,27302183,2435,0.0940,0.0698,0.0160,0.0000,2.56,0.1694
21969,27304618,1940,0.0732,0.0490,0.0093,0.0015,2.56,0.0852
21970,27306558,223,0.0269,0.0404,0.0045,0.0000,2.32,0.1591
21971,27306781,865,0.1526,0.0717,0.0682,0.0000,2.70,0.1206
21972,27307646,804,0.0746,0.0510,0.0062,0.0299,2.84,0.1124
21973,27308450,1002,0.1048,0.0609,0.0130,0.0020,2.58,0.1181
21974,27309452,1844,0.0526,0.0531,0.0103,0.0011,2.26,0.0353
21975,27311296,196,0.1327,0.1582,0.0153,0.0306,3.16,0.0518
21976,27311492,206,0.1456,0.0437,0.0291,0.0000,2.45,0.0443
21977,27311698,2763,0.0586,0.0727,0.0054,0.0000,2.08,0.0663
21978,27314461,743,0.0417,0.0323,0.0054,0.0000,2.17,0.0541
21979,27315204,499,0.0601,0.0701,0.0120,0.0000,2.46,0.0444
21980,27315703,1439,0.0507,0.0612,0.0257,0.0042,2.28,0.1114
21981,27317142,461,0.0607,0.0282,0.0195,0.0000,2.85,0.1004
21982,27317603,1862,0.0623,0.0859,0.0129,0.0011,2.01,0.0231
21983,27319465,1885,0.1034,0.0584,0.0419,0.0000,2.28,0.1987
21984,27321350,200,0.0650,0.0900,0.0300,0.0000,2.53,0.0000
21985,27321550,820,0.1341,0.0841,0.0195,0.0012,2.97,0.0318
21986,27322370,2115,0.0496,0.0492,0.0057,0.0009,2.48,0.0758
21987,27324485,334,0.0868,0.0629,0.0299,0.0000,2.61,0.0544
21988,27324819,893,0.1232,0.0538,0.0325,0.0168,2.77,0.1056
21989,27325712,1261,0.0817,0.0769,0.0190,0.0000,2.35,0.0723
21990,27326973,510,0.0608,0.0471,0.0235,0.0000,2.62,0.0217
21991,27327483,1144,0.1774,0.0935,0.0271,0.0140,3.20,0.2507
21992,27328627,508,0.0807,0.0728,0.0315,0.0000,2.41,0.0455
21993,27329135,193,0.0415,0.1140,0.0000,0.0000,2.08,0.0000
21994,27329328,231,0.0606,0.0476,0.0303,0.0000,2.46,0.0877
21995,27329559,233,0.1073,0.0901,0.0129,0.0000,2.43,0.0435
21996,27329792,1546,0.0990,0.0647,0.0000,0.0000,2.11,0.0855
21997,27331338,2850,0.0772,0.0688,0.0014,0.0028,2.32,0.0688
21998,27334188,211,0.0711,0.0616,0.0142,0.0000,2.89,0.0962
21999,27334399,5205,0.1360,0.0765,0.0653,0.0019,3.01,0.2351
22000,27339604,935,0.0567,0.0406,0.0011,0.0043,2.23,0.0258
22001,27340539,1100,0.1136,0.0945,0.1327,0.0000,2.69,0.1440
22002,27341639,438,0.0799,0.0594,0.0091,0.0000,2.59,0.0345
22003,27342077,442,0.1086,0.1335,0.0928,0.0181,3.43,0.0296
22004,27342519,869,0.1243,0.0690,0.0449,0.0046,2.57,0.1709
22005,27343388,1232,0.1031,0.0584,0.0097,0.0000,2.12,0.0382
22006,27344620,697,0.0933,0.0560,0.0244,0.0000,2.66,0.1182
22007,27345317,593,0.0725,0.0742,0.0202,0.0000,2.53,0.0525
22008,27345910,1080,0.0750,0.0444,0.0333,0.0000,2.30,0.0548
22009,27346990,147,0.1088,0.0884,0.1973,0.0000,3.06,0.0486
22010,27347137,835,0.0419,0.0599,0.0012,0.0000,2.08,0.0421
22011,27347972,537,0.0689,0.0466,0.0000,0.0000,2.58,0.1217
22012,27348509,2046,0.0718,0.0547,0.0088,0.0000,2.66,0.1082
22013,27350555,4790,0.0864,0.0854,0.0169,0.0042,2.49,0.0748
22014,27355345,857,0.0747,0.0607,0.0047,0.0000,2.09,0.0269
22015,27356202,3249,0.1444,0.0622,0.0412,0.0018,2.71,0.1309
22016,27359451,3667,0.0387,0.0545,0.0232,0.0363,2.46,0.1850
22017,27363118,2532,0.0592,0.0588,0.0118,0.0004,2.67,0.1329
22018,27365650,2045,0.1506,0.0738,0.0269,0.0000,2.66,0.1636
22019,27367695,380,0.0947,0.0368,0.0000,0.0000,2.15,0.0610
22020,27368075,174,0.1092,0.0690,0.0057,0.0000,2.35,0.0000
22021,27368249,169,0.0473,0.0592,0.0118,0.0000,2.01,0.0060
22022,27368418,412,0.0971,0.0583,0.0267,0.0049,2.51,0.0538
22023,27368830,705,0.1121,0.0482,0.0213,0.0043,2.78,0.0456
22024,27369535,2561,0.0851,0.0816,0.0027,0.0000,2.48,0.0539
22025,27372096,522,0.0479,0.0460,0.0096,0.0000,2.02,0.0308
22026,27372618,2916,0.1039,0.0528,0.0288,0.0034,2.64,0.1287
22027,27375534,343,0.1283,0.0525,0.0321,0.0058,2.42,0.1059
22028,27375877,6919,0.0536,0.0851,0.0749,0.0065,2.81,0.2102
22029,27382796,826,0.0847,0.0557,0.0048,0.0036,2.28,0.0012
22030,27383622,1165,0.0747,0.0378,0.0017,0.0052,2.24,0.0792
22031,27384787,1285,0.0879,0.0560,0.0117,0.0000,2.31,0.0328
22032,27386072,1773,0.0874,0.0829,0.0079,0.0000,2.26,0.0525
22033,27387845,347,0.0836,0.0692,0.0173,0.0000,2.57,0.0058
22034,27388192,604,0.0762,0.0613,0.0000,0.0000,1.92,0.0433
22035,27388796,352,0.1307,0.0682,0.0227,0.0028,2.55,0.0602
22036,27389148,326,0.0736,0.0675,0.0123,0.0000,2.59,0.0557
22037,27389474,515,0.0913,0.0252,0.0544,0.0039,2.65,0.0645
22038,27389989,2469,0.0522,0.0855,0.0454,0.0012,2.32,0.0848
22039,27392458,576,0.1094,0.0712,0.0486,0.0000,2.72,0.0506
22040,27393034,1333,0.0750,0.0465,0.0263,0.0015,2.41,0.0872
22041,27394367,562,0.1032,0.0445,0.0125,0.0000,2.65,0.0179
22042,27394929,353,0.0652,0.0397,0.0227,0.0000,2.06,0.0371
22043,27395282,2027,0.0582,0.0622,0.0118,0.0000,2.70,0.0973
22044,27397309,3061,0.0686,0.0996,0.0056,0.0020,2.36,0.0589
22045,27400370,243,0.1152,0.0782,0.0535,0.0000,2.76,0.0083
22046,27400613,1502,0.1451,0.0859,0.0266,0.0213,2.62,0.1187
22047,27402115,654,0.0459,0.0459,0.0153,0.0000,2.89,0.0507
22048,27402769,1849,0.0790,0.0622,0.0206,0.0005,2.36,0.0742
22049,27404618,3502,0.1328,0.1208,0.0780,0.0006,3.75,0.2544
22050,27408120,992,0.1079,0.1109,0.0857,0.0000,2.59,0.1881
22051,27409112,677,0.0886,0.0428,0.0148,0.0015,2.29,0.0831
22052,27409789,293,0.1058,0.0375,0.0000,0.0000,2.33,0.1034
22053,27410082,1146,0.0733,0.0340,0.0079,0.0026,2.36,0.0639
22054,27411228,207,0.1111,0.0676,0.0000,0.0000,2.65,0.0147
22055,27411435,331,0.1843,0.0665,0.0332,0.0000,3.09,0.0457
22056,27411766,632,0.0949,0.0839,0.0174,0.0000,2.63,0.0827
22057,27412398,4004,0.0894,0.0822,0.0475,0.0002,2.28,0.1425
22058,27416402,1508,0.0418,0.0398,0.0027,0.0000,2.27,0.0611
22059,27417910,2226,0.0764,0.0948,0.0180,0.0000,2.42,0.0765
